날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
18.08.01,"259,489","17,291","108,764",382,"814,498","1,435","289,832",422,"1,005,165",221
18.07.31,"276,780","1,351","108,382",429,"813,063",268,"290,254",402,"1,004,944","4,226"
,,,,,,,,,,
18.07.30,"275,430","9,626","107,953",591,"812,795",243,"289,852",153,"1,000,718","2,098"
18.07.27,"285,056","25,377","108,545",365,"813,038",74,"290,005",138,"1,002,816",624
18.07.26,"259,679","8,392","108,910","1,580","813,112","1,510","289,867",106,"1,002,192","2,175"
18.07.25,"251,287","5,709","110,490","1,848","811,602","1,551","289,761",27,"1,000,017","1,046"
18.07.24,"256,996",60,"112,337",610,"813,153","1,941","289,788",26,"1,001,063","1,528"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.07.23,"257,056","1,616","112,947",718,"811,212","4,585","289,814",12,"999,535",918
18.07.20,"258,671","2,089","113,665",178,"815,797",605,"289,826",284,"1,000,453","1,791"
18.07.19,"260,760","2,896","113,843",465,"815,192","2,468","290,110",38,"1,002,244","2,302"
18.07.18,"263,656","6,010","113,378",860,"817,660","1,631","290,148",192,"999,942",69
18.07.17,"257,646","3,360","112,517",419,"816,029","1,570","290,340",58,"999,873",631
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.07.16,"254,286","7,602","112,099",374,"817,599",52,"290,282",67,"999,242",497
18.07.13,"261,888","1,863","111,725",208,"817,651","2,610","290,215",409,"998,745",541
18.07.12,"263,751","4,591","111,516",66,"815,041","1,289","290,624",99,"998,204",254
18.07.11,"259,161",665,"111,582",1,"813,752",295,"290,723",24,"997,950","2,494"
18.07.10,"259,826","2,023","111,581",256,"813,457",312,"290,747",34,"995,456","3,142"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.07.09,"261,848","2,562","111,837",359,"813,145","4,315","290,781",14,"992,314","1,849"
18.07.06,"259,286","15,333","112,196",29,"808,830","2,354","290,795",171,"990,465","1,788"
18.07.05,"274,619",936,"112,225","1,979","806,476","2,129","290,624",111,"992,253",660
18.07.04,"273,683","15,116","114,203","1,266","808,605",92,"290,735",203,"991,593","2,574"
18.07.03,"288,799","3,701","115,469","1,216","808,697",938,"290,938",264,"989,019","3,151"
,,,,,,,,,,
18.07.02,"285,098","15,688","116,685","1,240","809,635","4,214","290,674",40,"985,868","3,320"
18.06.29,"269,410","5,387","117,925",709,"813,849","8,532","290,634","1,283","982,548","3,721"
18.06.28,"274,797","6,353","118,634",260,"805,317",162,"291,917",111,"978,827","1,635"
18.06.27,"268,445","14,803","118,894",61,"805,155",52,"291,806","1,254","977,192",741
18.06.26,"283,247","12,910","118,955",789,"805,103",173,"293,060",223,"977,933","1,255"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.06.25,"270,337","2,320","119,744",304,"805,276","1,947","292,837",59,"976,678",33
18.06.22,"272,657","9,337","119,440",698,"803,329",780,"292,896","1,315","976,645","2,615"
18.06.21,"281,994","1,175","120,137","2,338","802,549","2,555","291,581",195,"979,260",577
18.06.20,"280,819",946,"122,475","1,864","805,104","2,072","291,776",247,"978,683","2,804"
18.06.19,"281,766","2,508","124,339",609,"803,032","2,320","292,023",10,"975,879","1,763"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.06.18,"279,257","7,288","124,949",493,"805,352","3,298","292,033",644,"974,116",56
18.06.15,"286,545","7,676","125,442",285,"808,650","1,661","291,389",103,"974,172","1,135"
18.06.14,"278,869","1,127","125,726",499,"810,311","4,945","291,492",369,"975,307",756
18.06.12,"277,742","11,927","126,225",204,"815,256","2,732","291,123",134,"976,063","1,023"
18.06.11,"289,669","16,654","126,021",462,"812,524","1,658","291,257",146,"977,086","1,888"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.06.08,"273,015","7,479","125,560",23,"810,866",306,"291,403",57,"978,974","1,317"
18.06.07,"280,494",789,"125,537",77,"811,172","4,207","291,460",34,"977,657",637
18.06.05,"279,705","1,981","125,460",57,"806,965","2,566","291,426",50,"978,294",498
18.06.04,"281,687","2,884","125,403",250,"804,399",707,"291,476",14,"977,796",885
18.06.01,"284,571","3,600","125,153",355,"803,692",355,"291,490",198,"978,681",594
,,,,,,,,,,
18.05.31,"288,171","7,936","124,798",925,"804,047",413,"291,292",386,"979,275","2,009"
18.05.30,"296,107","1,919","123,873",642,"803,634","2,727","290,906",483,"981,284",540
18.05.29,"298,025","9,066","123,231","1,771","806,361","4,938","290,423",674,"981,824","4,409"
18.05.28,"288,959","10,323","125,002",42,"811,299","2,074","291,097",45,"977,415",343
18.05.25,"278,636","4,302","125,044",442,"809,225","1,470","291,052",842,"977,072",185
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.05.24,"274,335","7,055","124,603",713,"807,755",485,"290,210",261,"976,887","4,454"
18.05.23,"281,390","4,793","123,890",230,"807,270","2,663","290,471",176,"972,433",299
18.05.21,"276,596","5,954","124,120",295,"804,607","1,229","290,295",36,"972,732","1,406"
18.05.18,"282,551","2,107","124,415",247,"803,378",264,"290,259",17,"974,138","1,674"
18.05.17,"284,658",5,"124,662",909,"803,642","3,648","290,242",265,"972,464","2,056"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.05.16,"284,652","4,379","123,753","1,154","807,290",564,"289,977",160,"970,408",710
18.05.15,"289,031","10,671","122,599",411,"807,854",636,"290,137",548,"971,118","4,752"
18.05.14,"278,360","2,357","122,188",831,"808,490","1,489","290,685","1,575","966,366","1,692"
18.05.11,"276,003","11,214","121,357",741,"809,979",737,"292,260",951,"964,674",776
18.05.10,"287,217","5,384","122,098",802,"810,716","2,663","293,211",80,"963,898","1,529"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.05.09,"281,832","3,262","122,900",272,"808,053",62,"293,291",628,"962,369","2,391"
18.05.08,"285,094","5,199","122,627",64,"807,991","2,677","292,663",333,"959,978","2,423"
18.05.04,"290,293","7,636","122,691","10,869","810,668","3,303","292,330",21,"962,401",947
18.05.03,"297,930","7,109","133,560","11,850","813,971","1,505","292,309",26,"961,454","18,275"
18.05.02,"290,820","8,122","121,710",281,"815,476","3,468","292,283","2,947","979,729",93
,,,,,,,,,,
18.04.30,"282,698","11,838","121,991",366,"818,944","1,584","295,230",709,"979,822","1,922"
18.04.27,"294,536","5,174","121,625",78,"817,360","1,178","294,521",234,"977,900","1,144"
18.04.26,"289,362","7,898","121,547",9,"816,182",956,"294,287",106,"979,044","1,771"
18.04.25,"297,260","10,019","121,556",142,"815,226","2,183","294,181",226,"977,273","3,349"
18.04.24,"307,280",792,"121,414",438,"817,409",905,"293,955",89,"973,924","4,605"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.04.23,"308,072","18,463","120,977",561,"818,314",67,"293,866",34,"969,319","1,011"
18.04.20,"289,609","7,002","120,416",36,"818,247",629,"293,832",292,"970,330","2,440"
18.04.19,"282,607","3,669","120,380",713,"818,876","1,858","293,540",369,"967,890","6,434"
18.04.18,"278,938","4,819","119,667",561,"820,734","1,706","293,171",290,"961,456","2,039"
18.04.17,"283,758",871,"119,105",357,"819,028","1,235","292,881",270,"959,417","1,420"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.04.16,"282,886","1,099","118,749",465,"817,793",814,"292,611","1,255","957,997","3,514"
18.04.13,"283,985","3,958","118,284",658,"818,607","1,284","291,356",427,"954,483",970
18.04.12,"287,943","8,049","117,626",421,"817,323",260,"290,929",590,"953,513","3,464"
18.04.11,"279,895","4,984","117,205",524,"817,063",396,"290,339",423,"950,049",768
18.04.10,"274,911","4,510","116,681",254,"816,667","3,310","289,916",81,"950,817","4,082"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.04.09,"279,421","1,409","116,427",253,"813,357",179,"289,835",267,"946,735","2,993"
18.04.06,"278,013","2,599","116,174",707,"813,178",162,"289,568",271,"943,742",311
18.04.05,"280,612","9,653","115,466",420,"813,016",372,"289,839",541,"943,431",939
18.04.04,"290,265","8,333","115,046",539,"812,644",313,"289,298",460,"942,492","2,993"
18.04.03,"281,931","4,470","114,507",637,"812,957","2,560","289,758",143,"939,499",967
,,,,,,,,,,
18.04.02,"286,401","16,392","113,871",707,"810,397","2,505","289,615",93,"940,466","2,531"
18.03.30,"270,009","11,853","113,164",408,"812,902","1,328","289,522",37,"937,935","7,989"
18.03.29,"281,863","4,879","112,755",763,"811,574","4,657","289,559",212,"929,946","3,375"
18.03.28,"276,984","6,530","111,992","1,251","806,917","4,854","289,347",112,"933,321",115
18.03.27,"283,514","9,705","113,243","2,595","811,771","1,181","289,459",63,"933,436",14
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.03.26,"293,218","12,515","115,838",730,"810,590","2,540","289,522",151,"933,422",115
18.03.23,"280,703","8,044","116,567",144,"808,050","1,332","289,371",515,"933,307",974
18.03.22,"288,747","10,513","116,424",358,"809,382","1,645","288,856","2,062","932,333","5,735"
18.03.21,"278,233","3,929","116,066",238,"807,737",978,"286,794",25,"938,068","1,507"
18.03.20,"274,305",967,"115,827",147,"808,715","1,278","286,819",570,"939,575","1,084"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.03.19,"273,338",100,"115,681",767,"807,437","2,536","286,249",175,"940,659",528
18.03.16,"273,238","10,915","114,913",939,"809,973","1,317","286,074",466,"940,131","1,864"
18.03.15,"284,153","10,725","113,974","1,260","811,290",24,"286,540",727,"938,267","1,349"
18.03.14,"273,428","2,445","112,714",582,"811,314","1,973","287,267",235,"939,616","1,391"
18.03.13,"275,873","9,336","112,131",642,"809,341","3,061","287,502",71,"941,007","1,903"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.03.12,"266,537","3,755","111,489",271,"806,280","3,471","287,431",3,"939,104",190
18.03.09,"262,781","4,751","111,760",360,"802,809","2,512","287,434",147,"939,294",397
18.03.08,"267,532","2,233","112,121",13,"800,297",986,"287,581",27,"938,897","1,031"
18.03.07,"265,300","1,634","112,133",5,"799,311","3,474","287,608",25,"939,928",345
18.03.06,"266,934","5,445","112,129",382,"802,785","1,590","287,633",62,"939,583","2,812"
,,,,,,,,,,
18.03.05,"272,379",734,"111,747",277,"801,195","1,813","287,695",313,"942,395","3,216"
18.03.02,"273,113","4,184","112,024",99,"803,008","3,855","287,382",135,"939,179",233
18.02.28,"268,929","5,648","112,123",86,"806,863",440,"287,247",466,"939,412",706
18.02.27,"274,577","8,493","112,209",6,"807,303",218,"286,781",356,"938,706","1,129"
18.02.26,"266,084",476,"112,203",579,"807,085","1,119","286,425",34,"939,835",187
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.02.23,"265,607","7,649","111,624",442,"805,966","2,437","286,391",35,"940,022",59
18.02.22,"273,256","1,123","111,182","1,054","803,529","1,582","286,356",61,"940,081","3,689"
18.02.21,"272,133","11,285","110,127",486,"805,111","3,547","286,417",346,"943,770","1,083"
18.02.20,"283,418","8,559","109,641",229,"801,564","3,768","286,071",91,"942,687",234
18.02.19,"274,859","8,489","109,871",714,"805,332","2,915","285,980",107,"942,453","1,072"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.02.14,"266,369","10,710","110,584",565,"802,417",605,"286,087",310,"943,525","1,629"
18.02.13,"277,079","10,528","110,019",11,"801,812","2,772","286,397",190,"941,896","2,598"
18.02.12,"287,607","3,805","110,030",87,"804,584","4,374","286,587",957,"944,494",584
18.02.09,"291,412","6,593","110,117","3,769","800,210","5,016","285,630",111,"943,910","2,226"
18.02.08,"298,005","5,000","106,348","6,791","805,226","1,077","285,519",641,"946,136",736
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.02.07,"303,006",453,"113,139",618,"806,303","5,637","284,878",214,"945,400","1,217"
18.02.06,"303,459","1,392","113,758",212,"811,940","6,314","284,664",399,"946,617","2,935"
18.02.05,"304,851","3,355","113,970",49,"818,254",713,"284,265",279,"943,682","1,996"
18.02.02,"301,496","10,817","113,920",619,"818,967","1,223","283,986",113,"941,686","1,791"
18.02.01,"312,312","5,454","113,301",821,"817,744","1,656","284,099",480,"943,477","1,580"
,,,,,,,,,,
18.01.31,"306,858","5,669","112,480",944,"816,088","2,378","283,619","1,202","945,057","2,580"
18.01.30,"312,527","5,337","111,535",943,"813,710",759,"284,821",471,"942,477","4,491"
18.01.29,"317,864","11,578","110,593",189,"814,469","5,596","285,292",169,"946,968","1,450"
18.01.26,"306,287","12,557","110,403",888,"808,873","3,454","285,123",604,"948,418",276
18.01.25,"293,729",584,"109,515",101,"805,419",588,"285,727","1,702","948,142","1,268"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.01.24,"294,313","1,310","109,615",93,"806,007","2,031","284,025",218,"949,410",335
18.01.23,"293,003","4,963","109,708",690,"803,976","7,482","284,243",46,"949,745",251
18.01.22,"288,040","1,007","109,018",629,"796,494","2,059","284,289",89,"949,494",857
18.01.19,"287,033","4,684","108,389",424,"798,553","1,585","284,378",285,"950,351",789
18.01.18,"291,718","3,409","107,966",463,"796,968",989,"284,663",138,"951,140",639
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.01.17,"288,308","6,960","107,503",593,"795,979",659,"284,525",874,"951,779",135
18.01.16,"281,348","5,893","106,909",260,"795,320","3,281","285,399",360,"951,914",623
18.01.15,"287,240","12,884","106,649",695,"792,039","2,132","285,759",18,"951,291",444
18.01.12,"274,357","1,835","105,954",905,"789,907","2,925","285,777",226,"950,847",100
18.01.11,"272,522","3,117","105,049",679,"786,982","1,749","286,003",207,"950,747",624
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.01.10,"269,405",910,"104,369","1,314","788,731","3,436","286,210",94,"951,371","2,261"
18.01.09,"268,494","1,188","103,056",466,"792,167","3,441","286,304",270,"953,632",965
18.01.08,"267,306","3,906","102,589","1,306","795,608","3,840","286,574",627,"954,597",586
18.01.05,"271,212","2,618","101,283","1,232","791,768",189,"287,201",144,"954,011",139
18.01.04,"268,594","22,470","100,050",996,"791,579","2,015","287,345",45,"953,872","1,010"
,,,,,,,,,,
18.01.03,"291,064","17,849","99,054",271,"789,564","1,495","287,300",218,"954,882",32
18.01.02,"273,216","1,395","98,783",271,"788,069","10,284","287,082","2,089","954,914","1,799"
17.12.28,"274,611","5,330","98,512",111,"777,785","4,129","284,993",249,"956,713","1,929"
17.12.27,"269,280","7,604","98,401",792,"773,656","7,899","284,744",119,"958,642","1,949"
17.12.26,"261,676","6,157","99,193",599,"765,757","1,122","284,863",111,"960,591","2,025"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.12.22,"255,519","1,347","99,791",465,"766,879","4,822","284,974",518,"962,616","7,818"
17.12.21,"254,172","4,996","100,257",609,"762,057",21,"285,492",941,"970,434","1,481"
17.12.20,"249,176","8,102","100,866",35,"762,078",72,"286,433",971,"971,915","1,910"
17.12.19,"257,279","1,427","100,900",314,"762,006","6,285","287,404",124,"973,825","2,250"
17.12.18,"255,852","2,382","101,214",862,"755,721","6,061","287,528",272,"976,075","1,199"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.12.15,"253,470","4,158","100,351",173,"749,660","3,687","287,800",313,"977,274","1,147"
17.12.14,"249,312","2,220","100,525",535,"745,973",54,"288,113",195,"978,421",396
17.12.13,"247,092","1,224","99,990",528,"746,027","2,330","288,308",293,"978,025","1,005"
17.12.12,"245,867","9,154","100,518",681,"743,697","1,296","288,601",238,"979,030",821
17.12.11,"255,022","4,678","101,199",251,"742,401","3,191","288,363",522,"978,209",440
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.12.08,"259,700","4,028","101,450",517,"739,210","6,258","288,885",76,"978,649","1,555"
17.12.07,"255,672","1,697","100,933",295,"732,952","1,447","288,961",331,"977,094","1,319"
17.12.06,"253,975","1,994","101,228",572,"734,399","1,112","289,292",85,"978,413","5,596"
17.12.05,"255,969","1,974","100,657",328,"735,511",132,"289,377",77,"984,009","7,287"
17.12.04,"257,943","5,539","100,329",312,"735,379","1,698","289,454",402,"991,296","2,975"
,,,,,,,,,,
17.12.01,"263,481","2,878","100,017",80,"733,681",837,"289,052",231,"994,271","3,040"
17.11.30,"260,603",542,"100,097",139,"732,844","1,934","288,821","1,045","997,311","1,528"
17.11.29,"260,061","10,654","100,236",644,"730,910",346,"287,776",383,"995,783",649
17.11.28,"270,715","6,658","99,591",720,"730,564","2,948","288,159",326,"996,432",579
17.11.27,"264,057","2,995","98,871",197,"727,616","4,011","288,485",125,"997,011",422
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.11.24,"261,062","2,120","98,674",789,"731,627","1,123","288,610",810,"996,589","1,989"
17.11.23,"258,943","1,476","97,885","1,011","730,504","3,533","289,420",225,"998,578","1,441"
17.11.22,"260,419","7,681","96,874",505,"734,037","3,102","289,645",162,"1,000,019","1,391"
17.11.21,"268,099","3,719","96,369",837,"730,935","1,668","289,807",169,"1,001,410",678
17.11.20,"271,819","4,237","95,532",734,"732,603","1,239","289,976",206,"1,002,088","1,673"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.11.17,"267,582","10,343","94,798",693,"731,364","1,657","290,182",242,"1,003,761",138
17.11.16,"257,239","3,163","94,105",463,"729,707","3,608","289,940",637,"1,003,899","2,067"
17.11.15,"254,076","10,593","93,641",463,"726,099","1,049","290,577",160,"1,005,966",508
17.11.14,"243,483","1,687","93,178",473,"725,050",224,"290,737",384,"1,006,474",585
17.11.13,"245,170","1,012","92,706",615,"725,274","2,771","290,353",450,"1,005,889",561
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.11.10,"244,158","1,598","92,091",590,"722,503",422,"289,903",123,"1,005,328","2,314"
17.11.09,"245,756","3,315","91,500",403,"722,081",262,"289,780",262,"1,007,642","7,474"
17.11.08,"242,441","2,666","91,097",589,"722,343","1,391","290,042",306,"1,015,116",57
17.11.07,"245,107","5,694","90,508",346,"720,952","1,384","290,348",142,"1,015,059","1,969"
17.11.06,"250,802","6,149","90,162",453,"722,336","1,331","290,490",116,"1,017,028","1,636"
,,,,,,,,,,
17.11.03,"244,653","4,828","89,708",573,"723,667","3,582","290,606",296,"1,018,664",487
17.11.02,"249,480","2,710","89,135",795,"720,085","6,489","290,902",296,"1,019,151",961
17.11.01,"252,190","8,903","88,341",756,"726,574",4,"291,198",911,"1,020,112","1,710"
17.10.31,"243,287","16,000","87,585",175,"726,578","3,098","292,109",290,"1,021,822","3,678"
17.10.30,"259,287","13,135","87,411",370,"723,480","2,152","292,399",202,"1,025,500","4,396"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.10.27,"246,152","3,865","87,041",499,"721,328","7,912","292,601",221,"1,029,896","2,426"
17.10.26,"250,016","7,275","86,542",416,"713,416","1,006","292,822",298,"1,032,322",819
17.10.25,"242,741","2,631","86,126",879,"714,422","1,803","293,120",206,"1,033,141","3,129"
17.10.24,"245,372","3,810","85,246",152,"716,225",391,"293,326",107,"1,036,270","3,275"
17.10.23,"241,562","1,379","85,095",493,"716,616","1,434","293,433",286,"1,039,545",757
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.10.20,"240,183","5,464","84,602",210,"718,050","1,458","293,719",87,"1,040,302",953
17.10.19,"245,647","3,080","84,392",585,"716,592","2,317","293,806",238,"1,041,255","1,896"
17.10.18,"248,727","13,582","83,808",50,"718,909",495,"294,044",581,"1,039,359","2,028"
17.10.17,"262,309","20,172","83,858",243,"718,414",989,"294,625",382,"1,041,387",485
17.10.16,"242,136","3,274","83,615",663,"717,425",462,"295,007",108,"1,041,872",88
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.10.13,"245,410","16,551","82,952",406,"717,887","3,951","295,115",419,"1,041,960","3,608"
17.10.12,"261,961","20,888","82,546",313,"721,838",573,"295,534",6,"1,045,568","2,256"
17.10.11,"241,074","1,275","82,233",621,"722,411","2,221","295,528",304,"1,047,824",396
17.10.10,"239,799","8,401","82,854",54,"720,190","4,620","295,224",29,"1,047,428","2,416"
17.09.29,"231,398","12,156","82,907",134,"715,570","4,439","295,253",239,"1,049,844","2,443"
,,,,,,,,,,
17.09.28,"243,554","1,324","83,041",837,"711,131","4,993","295,492","1,452","1,047,401","3,892"
17.09.27,"244,879","3,153","83,878","1,137","706,138","1,350","294,040",77,"1,051,293",413
17.09.26,"248,031","5,141","85,015","1,417","707,488",147,"293,963",141,"1,050,880",156
17.09.25,"242,890","1,495","86,432",379,"707,341","1,511","294,104",755,"1,051,036","1,022"
17.09.22,"244,386","1,351","86,812",175,"708,852",777,"293,349",188,"1,050,014","1,121"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.09.21,"243,034",464,"86,636",638,"708,075",305,"293,537","1,364","1,051,135","2,538"
17.09.20,"242,571","3,753","85,998",425,"707,770",235,"294,901",914,"1,048,597","1,076"
17.09.19,"238,818","3,587","85,573",485,"708,005",668,"295,815",55,"1,047,521","1,101"
17.09.18,"242,405","1,427","85,088",378,"708,673","6,791","295,870","1,175","1,046,420",775
17.09.15,"243,832","1,996","84,710",279,"701,882","1,652","297,045",225,"1,045,645","2,242"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.09.14,"245,828","7,769","84,431",514,"703,534",70,"297,270",277,"1,047,887",581
17.09.13,"238,058","2,136","83,917",37,"703,464",182,"297,547",665,"1,047,306","1,982"
17.09.12,"240,195","5,518","83,954",58,"703,282",73,"298,212",172,"1,049,288",886
17.09.11,"245,712","11,675","83,895",132,"703,355","1,446","298,384",412,"1,048,402",171
17.09.08,"234,038","3,513","84,028",243,"701,909","3,986","298,796",13,"1,048,231","4,165"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.09.07,"237,551","3,532","83,785",167,"697,923",856,"298,809",30,"1,052,396","1,983"
17.09.06,"234,019","3,014","83,618",419,"697,067","1,276","298,779",102,"1,054,379","2,184"
17.09.05,"237,033","4,047","84,037",371,"695,791","1,345","298,881",79,"1,052,195","2,188"
17.09.04,"241,080",236,"83,665",367,"697,136","1,523","298,960",87,"1,050,007","1,073"
17.09.01,"240,844","7,869","83,298",338,"698,659","1,423","298,873",253,"1,048,934",308
,,,,,,,,,,
17.08.31,"232,974","6,064","82,960",221,"700,082",43,"299,126",348,"1,048,626","2,004"
17.08.30,"239,038",518,"82,739",96,"700,039","1,806","298,778",212,"1,046,622",483
17.08.29,"238,520","2,280","82,644",48,"698,233","1,502","298,566",331,"1,046,139","2,740"
17.08.28,"240,800","8,297","82,692",75,"696,731","1,950","298,235",8,"1,048,879",224
17.08.25,"232,503","2,618","82,617",288,"698,681","1,756","298,243",65,"1,048,655","1,288"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.08.24,"235,121",355,"82,329",183,"696,925",222,"298,308","2,575","1,047,367",225
17.08.23,"234,766","5,145","82,145",219,"696,703",606,"295,733",36,"1,047,592",312
17.08.22,"239,911","2,010","81,927",108,"696,097",557,"295,769",361,"1,047,280",159
17.08.21,"241,921","4,426","81,819",85,"696,654","1,811","295,408",15,"1,047,439",891
17.08.18,"237,495","18,869","81,734",360,"698,465","1,076","295,393",271,"1,048,330",595
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.08.17,"256,364","11,631","82,094",567,"697,389","1,652","295,664",93,"1,048,925",549
17.08.16,"244,733","3,165","82,660",442,"695,737","4,042","295,757",40,"1,049,474",319
17.08.14,"241,569",482,"83,102",692,"691,695",525,"295,797",250,"1,049,155",519
17.08.11,"241,086","4,651","83,793",268,"691,170","2,439","296,047",313,"1,048,636","1,696"
17.08.10,"236,435","4,242","84,062",52,"693,609","1,456","295,734",141,"1,046,940","4,103"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.08.09,"240,677","4,746","84,009",22,"695,065","1,955","295,593",142,"1,042,837",585
17.08.08,"235,931","7,892","83,987",355,"697,020",808,"295,735",68,"1,042,252","4,238"
17.08.07,"243,823","1,316","84,343",392,"697,828",543,"295,803",222,"1,046,490","2,061"
17.08.04,"242,507","2,173","84,735",56,"697,285",335,"295,581",176,"1,048,551",98
17.08.03,"244,680","2,748","84,678",17,"697,620","2,866","295,757",248,"1,048,453","1,929"
,,,,,,,,,,
17.08.02,"247,428","3,495","84,661",510,"700,486","1,502","296,005",119,"1,050,382",638
17.08.01,"250,923","7,759","85,171",649,"701,988","3,277","296,124",274,"1,049,744",75
17.07.31,"243,164","10,924","85,820",212,"698,711","1,462","295,850",658,"1,049,669",314
17.07.28,"254,088","14,599","86,032",370,"697,249","2,227","296,508",394,"1,049,355",218
17.07.27,"268,687","8,075","86,403",106,"699,476","3,350","296,114",222,"1,049,573","3,560"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.07.26,"260,612","1,839","86,297",405,"696,126","1,610","296,336",723,"1,046,013","2,171"
17.07.25,"258,773","12,949","85,892",333,"694,516",11,"297,059",342,"1,048,184","2,039"
17.07.24,"245,824","3,193","85,559",390,"694,527",18,"297,401",298,"1,050,223",936
17.07.21,"242,631",472,"85,169",299,"694,545",364,"297,699",271,"1,051,159",22
17.07.20,"242,159","4,216","84,870",416,"694,909","2,868","297,970","1,846","1,051,137",930
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.07.19,"237,943",544,"84,454",166,"692,041","1,229","299,816",515,"1,052,067","1,577"
17.07.18,"238,487","5,644","84,288",150,"690,812",180,"300,331",196,"1,053,644",708
17.07.17,"232,843","2,477","84,438",126,"690,632","1,659","300,527",208,"1,052,936",922
17.07.14,"235,319","7,932","84,311",90,"688,973",286,"300,735",341,"1,053,858","2,063"
17.07.13,"243,251","7,423","84,401",17,"689,259","1,692","301,076",111,"1,055,921","1,083"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.07.12,"235,828","4,720","84,418",163,"687,567",397,"301,187",33,"1,057,004","4,173"
17.07.11,"240,548","3,624","84,580",280,"687,964",716,"301,154",134,"1,052,831","1,858"
17.07.10,"236,924","3,462","84,860",38,"687,248","1,093","301,288",13,"1,050,973","2,680"
17.07.07,"233,462","5,170","84,822",216,"688,341",213,"301,275",245,"1,048,293","2,717"
17.07.06,"238,631","1,604","84,605",384,"688,128",735,"301,520",97,"1,051,010",213
,,,,,,,,,,
17.07.05,"237,027","9,791","84,989",161,"688,863","1,302","301,617",33,"1,051,223",353
17.07.04,"246,817",113,"85,150",0,"687,561","2,229","301,650",233,"1,050,870","6,793"
17.07.03,"246,931","8,212","85,150",65,"689,790",571,"301,417",460,"1,057,663",824
17.06.30,"238,719","6,641","85,215",45,"690,361","3,744","301,877",234,"1,058,487","7,665"
17.06.29,"245,360","8,926","85,260",425,"686,617","2,662","301,643",677,"1,066,152",376
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.06.28,"254,285","2,639","84,835",442,"683,955",745,"302,320",129,"1,065,776","7,927"
17.06.27,"251,646","3,097","84,394",52,"683,210","1,574","302,449",51,"1,057,849",223
17.06.26,"248,549","7,865","84,341",45,"681,636","1,026","302,500",2,"1,057,626",93
17.06.23,"240,684","3,880","84,386",75,"680,610",287,"302,502",380,"1,057,533","1,538"
17.06.22,"244,564","3,439","84,461",173,"680,323",58,"302,882",74,"1,055,995","1,132"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.06.21,"248,003","7,449","84,288",265,"680,381",554,"302,956",88,"1,054,863","1,344"
17.06.20,"240,554","4,636","84,022",219,"680,935",14,"303,044",51,"1,053,519",757
