날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
19.08.14,"254,148","1,961","81,425",793,"785,498","2,012","265,690",386,"1,224,701","3,674"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.08.13,"252,187","6,587","80,632",663,"783,486","1,665","265,304",60,"1,221,027",319
19.08.12,"258,775",337,"79,969",157,"785,151","1,521","265,364",140,"1,221,346","3,332"
19.08.09,"258,438","7,254","79,812","1,685","783,630","1,351","265,504",6,"1,218,014","1,768"
19.08.08,"265,692","7,917","81,497","5,300","782,279","1,908","265,510",260,"1,216,246","3,670"
19.08.07,"257,775","1,369","86,796","3,076","780,371","1,363","265,770","36,858","1,219,916","3,908"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.08.06,"256,406","10,101","89,872","1,380","779,008","3,798","302,628","24,250","1,223,824",685
19.08.05,"246,305","4,747","91,252",898,"782,806","7,286","278,378","6,110","1,223,139","2,461"
19.08.02,"241,558","20,949","92,150",466,"790,092","3,078","272,268",34,"1,220,678","2,564"
19.08.01,"262,508","21,430","92,616","1,901","793,170",294,"272,302","5,743","1,218,114","4,435"
19.07.31,"241,078","1,916","94,518","1,972","793,464","2,393","266,559","5,447","1,213,679","1,827"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.07.30,"242,994","2,201","96,489","1,253","795,857",666,"272,006",72,"1,211,852","2,052"
19.07.29,"245,195","3,390","97,742","1,256","795,191","7,289","272,078",127,"1,213,904","2,216"
19.07.26,"248,585","4,307","98,998",807,"802,480",538,"272,205",276,"1,211,688",869
19.07.25,"244,278","3,147","99,805",17,"803,018","1,643","272,481",49,"1,210,819","2,895"
19.07.24,"241,131",998,"99,822",372,"804,661","2,754","272,530",46,"1,207,924","1,567"
,,,,,,,,,,
19.07.23,"242,129",296,"99,451",285,"807,415","1,434","272,576","4,254","1,206,357","1,447"
19.07.22,"241,833","2,646","99,736",97,"805,981",952,"268,322",748,"1,204,910","1,845"
19.07.19,"244,479",264,"99,833",6,"806,933","5,150","267,574",155,"1,206,755","1,145"
19.07.18,"244,744","5,679","99,827",180,"801,783","1,181","267,729",99,"1,205,610","1,916"
19.07.17,"239,065",332,"99,648",376,"802,964","2,827","267,828",182,"1,203,694","1,671"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.07.16,"238,733","10,477","99,272",495,"805,791","1,687","267,646",19,"1,202,023","1,867"
19.07.15,"249,210","6,853","98,777",96,"804,104",937,"267,627",149,"1,200,156",431
19.07.12,"242,357",971,"98,681",270,"803,167",922,"267,776",38,"1,199,725","1,871"
19.07.11,"241,386","2,346","98,951","1,791","802,245","2,846","267,814",302,"1,197,854","2,508"
19.07.10,"243,732","2,267","100,741",729,"799,399",764,"267,512",81,"1,195,346","1,222"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.07.09,"245,999","3,579","101,470",214,"800,163","1,108","267,431",404,"1,196,568","3,295"
19.07.08,"249,578","5,480","101,685",223,"801,271","4,983","267,835",589,"1,193,273","1,607"
19.07.05,"244,098","2,475","101,908",399,"806,254",712,"267,246",331,"1,191,666",200
19.07.04,"246,573","1,270","101,509",224,"806,966",488,"267,577",354,"1,191,866","1,984"
19.07.03,"245,303","4,025","101,285",728,"806,478","3,639","267,931",263,"1,189,882","2,579"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.07.02,"249,327","25,057","102,014","1,321","810,117","1,557","267,668",304,"1,187,303","3,437"
19.07.01,"274,384","27,281","103,335","1,085","811,674","3,693","267,364",298,"1,183,866","1,378"
19.06.28,"247,103","3,445","104,420",403,"815,367",340,"267,662",342,"1,182,488","3,252"
19.06.27,"250,548","1,238","104,823",17,"815,027","2,587","268,004",49,"1,179,236","3,762"
19.06.26,"251,786","5,471","104,806",99,"812,440","1,849","267,955",294,"1,175,474","3,744"
,,,,,,,,,,
19.06.25,"246,315","4,197","104,707",480,"810,591","1,750","267,661",260,"1,171,730",84
19.06.24,"250,512","6,822","104,227",20,"812,341","1,784","267,401",28,"1,171,646",993
19.06.21,"243,690","1,147","104,207",515,"810,557",995,"267,373",35,"1,172,639","3,713"
19.06.20,"244,838","6,106","104,722",93,"809,562",257,"267,408",476,"1,168,926",872
19.06.19,"238,732",741,"104,815",59,"809,819","4,985","267,884",155,"1,169,798","2,344"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.06.18,"239,473","7,465","104,756",691,"804,834","3,254","268,039",7,"1,167,454","4,649"
19.06.17,"246,938","5,537","104,064",614,"801,580","1,322","268,032",287,"1,162,805","1,072"
19.06.14,"241,401","6,729","103,450",722,"802,902",969,"267,745",57,"1,161,733","2,293"
19.06.13,"248,130","2,022","102,728",373,"803,871","3,095","267,802",274,"1,159,440","1,888"
19.06.12,"246,108","2,271","102,356",350,"806,966","4,379","268,076",366,"1,157,552",423
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.06.11,"243,837","1,088","102,005",351,"811,345","1,404","268,442",67,"1,157,129",552
19.06.10,"242,749","8,475","101,655",311,"812,749","1,621","268,375",260,"1,156,577","2,638"
19.06.07,"234,274","1,261","101,343",164,"811,128",258,"268,635",114,"1,153,939",440
19.06.05,"235,535","2,618","101,179",148,"811,386","1,225","268,749",151,"1,154,379",249
19.06.04,"238,152","20,043","101,327",393,"812,611",515,"268,900",51,"1,154,130",800
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.06.03,"258,196","15,638","101,720",563,"812,096","3,107","268,849",66,"1,153,330","2,257"
19.05.31,"242,558","20,351","102,284",212,"808,989","2,384","268,915",184,"1,151,073","1,382"
19.05.30,"262,909","3,396","102,072",208,"806,605","2,837","269,099",924,"1,149,691","4,020"
19.05.29,"266,305",938,"101,864",125,"803,768","5,167","270,023",157,"1,145,671","1,592"
19.05.28,"265,366","20,403","101,739","1,030","808,935","1,398","269,866",46,"1,147,263",756
,,,,,,,,,,
19.05.27,"244,964","2,558","102,768",355,"807,537",289,"269,820",51,"1,146,507","1,512"
19.05.24,"247,522","1,233","103,123",104,"807,248","1,928","269,871",467,"1,144,995",4
19.05.23,"248,755","3,731","103,020",284,"809,176",59,"270,338",337,"1,144,999","1,519"
19.05.22,"245,024","6,023","103,303",446,"809,117",79,"270,001",0,"1,143,480",629
19.05.21,"251,047","5,430","103,749",131,"809,038","1,267","270,001",35,"1,142,851","2,455"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.05.20,"256,477","4,869","103,880",707,"807,771",101,"270,036",190,"1,140,396",52
19.05.17,"251,608","3,584","103,173",221,"807,872","1,990","270,226",214,"1,140,344","2,572"
19.05.16,"255,192","4,464","102,953",798,"809,862","3,303","270,440",97,"1,137,772","1,455"
19.05.15,"259,656",925,"103,751",325,"813,165","2,194","270,343",98,"1,136,317","2,844"
19.05.14,"260,580","5,983","104,076","1,257","810,971",537,"270,441",89,"1,133,473",638
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.05.13,"266,563","1,119","105,333",652,"810,434","3,641","270,530",425,"1,134,111",819
19.05.10,"267,682","3,937","105,985",510,"814,075",862,"270,955",36,"1,133,292","1,383"
19.05.09,"263,746","4,929","106,495",327,"814,937","9,480","270,991",153,"1,134,675","4,112"
19.05.08,"258,817","10,079","106,822",523,"824,417",482,"271,144",270,"1,130,563","1,889"
19.05.07,"268,895","4,223","106,299",167,"823,935","3,716","271,414",307,"1,128,674","2,472"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.05.03,"264,672","22,815","106,132",4,"827,651","2,260","271,107",3,"1,126,202","3,774"
19.05.02,"287,487","29,417","106,136",344,"829,911",635,"271,104",593,"1,122,428","3,335"
19.04.30,"258,070","12,057","106,480",687,"829,276",880,"271,697",44,"1,119,093","1,544"
19.04.29,"270,127","7,995","107,167",281,"830,156","4,709","271,741",576,"1,117,549","1,400"
19.04.26,"262,133","2,926","107,448",657,"825,447","9,390","272,317",6,"1,116,149","2,109"
,,,,,,,,,,
19.04.25,"265,059","4,789","106,791",381,"834,837",242,"272,323",91,"1,114,040",245
19.04.24,"260,270","11,454","106,410",574,"835,079","3,685","272,232",133,"1,113,795","2,872"
19.04.23,"271,723","3,726","105,837",27,"838,764","1,656","272,365",107,"1,110,923","2,228"
19.04.22,"267,997","4,784","105,864",147,"840,420",592,"272,472",480,"1,108,695",933
19.04.19,"263,213","8,710","105,717",229,"841,012","2,423","272,952",455,"1,109,628","2,176"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.04.18,"271,923","6,820","105,488",230,"843,435","6,127","273,407",170,"1,107,452","2,633"
19.04.17,"265,103","5,407","105,258",611,"849,562","1,022","273,577",490,"1,104,819","1,092"
19.04.16,"259,695","5,783","104,647",385,"850,584",182,"274,067",989,"1,103,727","2,870"
19.04.15,"265,479","7,789","104,262",247,"850,402",458,"275,056",110,"1,100,857","1,852"
19.04.12,"257,690","1,942","104,014",452,"850,860",528,"275,166",61,"1,099,005",954
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.04.11,"259,631","6,331","103,562",365,"850,332","2,748","275,227",159,"1,098,051","2,429"
19.04.10,"253,300","5,685","103,197",212,"853,080","1,594","275,386",88,"1,095,622","1,940"
19.04.09,"247,615",44,"102,985",620,"854,674","1,318","275,474",76,"1,093,682","2,581"
19.04.08,"247,658",908,"102,365",209,"855,992","1,950","275,550",198,"1,091,101",768
19.04.05,"246,750","4,767","102,156",216,"857,942",933,"275,748",72,"1,090,333",839
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.04.04,"241,984","8,357","101,940",273,"858,875","1,347","275,820",398,"1,089,494","3,304"
19.04.03,"250,341","2,717","101,667",392,"860,222","3,330","276,218",62,"1,086,190","1,398"
19.04.02,"253,058","27,444","102,060",760,"856,892",478,"276,280",179,"1,084,792","1,278"
19.04.01,"280,501","30,897","102,819",729,"857,370","3,530","276,101",189,"1,083,514","5,714"
19.03.29,"249,605","6,457","103,549",101,"853,840","2,272","276,290","1,042","1,089,228","2,476"
,,,,,,,,,,
19.03.28,"256,062","9,440","103,448",190,"851,568","3,536","275,248",36,"1,086,752","2,966"
19.03.27,"265,502","5,347","103,638",357,"855,104",120,"275,212",244,"1,083,786","2,912"
19.03.26,"260,155","6,850","103,994",406,"854,984","1,463","274,968",9,"1,080,874",6
19.03.25,"267,004","14,043","104,400",145,"853,521","9,762","274,977",393,"1,080,880","1,932"
19.03.22,"252,961","8,322","104,546",278,"863,283",14,"275,370",345,"1,078,948","2,355"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.03.21,"244,639","3,653","104,267",390,"863,297","1,568","275,715",68,"1,081,303","1,686"
19.03.20,"248,292","4,484","103,877",67,"861,729",28,"275,647",89,"1,079,617",55
19.03.19,"243,808",90,"103,944",462,"861,701",701,"275,558",67,"1,079,562",336
19.03.18,"243,898","3,588","104,406",540,"861,000","1,096","275,625",19,"1,079,226","2,009"
19.03.15,"240,310","7,683","103,866",506,"862,096","1,447","275,606",23,"1,077,217",883
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.03.14,"247,993",100,"103,360",50,"860,649",475,"275,629",73,"1,076,334","3,213"
19.03.13,"248,093","6,884","103,310",199,"861,124","3,411","275,556",13,"1,073,121",198
19.03.12,"241,209","8,706","103,111",65,"864,535","2,588","275,569",26,"1,072,923","3,126"
19.03.11,"249,915","4,866","103,175",104,"861,947",542,"275,543",135,"1,076,049","1,804"
19.03.08,"245,048","2,747","103,279",577,"861,405","7,260","275,408",3,"1,074,245",962
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.03.07,"247,796",127,"102,702",638,"868,665","3,663","275,411",73,"1,073,283","1,756"
19.03.06,"247,923","2,273","102,065","1,039","872,328","2,354","275,484",252,"1,071,527",42
19.03.05,"250,195","11,328","103,104","1,547","874,682",892,"275,232",133,"1,071,485","2,625"
19.03.04,"261,523","6,523","104,651",121,"875,574","1,063","275,099",31,"1,068,860",542
19.02.28,"255,000","1,436","104,531",231,"876,637","5,948","275,068",54,"1,068,318","7,119"
,,,,,,,,,,
19.02.27,"256,436",12,"104,300",133,"882,585",568,"275,122",624,"1,061,199","1,356"
19.02.26,"256,448","7,195","104,167",133,"882,017","1,929","274,498",35,"1,062,555","2,645"
19.02.25,"249,253","3,581","104,034",333,"883,946",918,"274,463",338,"1,059,910","1,142"
19.02.22,"245,671",419,"103,701",156,"884,864",429,"274,801",210,"1,058,768",850
19.02.21,"245,252","5,593","103,545",262,"885,293",568,"275,011",19,"1,059,618","2,502"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.02.20,"250,845","8,001","103,283",64,"885,861","2,860","274,992",267,"1,057,116",289
19.02.19,"242,844","2,770","103,347",750,"883,001","1,772","275,259",326,"1,056,827",360
19.02.18,"245,614","2,038","102,596",502,"884,773","2,388","275,585",162,"1,056,467",191
19.02.15,"243,576","1,583","102,094",292,"882,385","1,478","275,423",64,"1,056,276","3,710"
19.02.14,"245,159","3,828","101,802",432,"883,863","1,823","275,359",267,"1,052,566","3,144"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.02.13,"248,987",487,"101,371",847,"882,040","2,589","275,092",80,"1,049,422",646
19.02.12,"249,473","12,395","100,523","1,028","879,451",450,"275,172",18,"1,048,776","1,643"
19.02.11,"261,868","11,570","99,495",212,"879,901",687,"275,190",215,"1,047,133",349
19.02.08,"250,298","16,328","99,283",135,"880,588","4,247","275,405",53,"1,046,784","1,657"
19.02.07,"266,626","14,810","99,418",543,"884,835","1,084","275,458",91,"1,045,127","3,416"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.02.01,"251,816","30,267","98,875",31,"885,919","1,739","275,367",310,"1,041,711",821
19.01.31,"282,083","6,823","98,843",615,"884,180",492,"275,677","2,547","1,040,890","1,311"
19.01.30,"288,905","12,545","98,229",800,"884,672","2,721","278,224",785,"1,039,579","3,176"
19.01.29,"301,450","58,764","97,428",714,"881,951","4,752","279,009",52,"1,036,403","2,859"
19.01.28,"242,686","7,555","98,142",331,"877,199",373,"278,957","1,270","1,033,544",920
,,,,,,,,,,
19.01.25,"235,131","2,382","97,811",147,"877,572","5,635","277,687",113,"1,032,624","1,784"
19.01.24,"237,513",787,"97,664",402,"871,937","2,397","277,800",56,"1,030,840","1,031"
19.01.23,"236,726","2,107","97,262",858,"869,540",228,"277,856",482,"1,029,809",715
19.01.22,"238,833","18,297","96,405",197,"869,312",698,"278,338",7,"1,029,094",548
19.01.21,"257,131","1,583","96,208",594,"870,010","1,114","278,345","1,245","1,029,642","4,216"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.01.18,"258,714","2,040","95,614",646,"871,124","2,774","279,590",153,"1,025,426",813
19.01.17,"260,753","30,275","94,968",108,"868,350",304,"279,743",106,"1,024,613","1,111"
19.01.16,"230,478","7,541","94,861",552,"868,046",154,"279,849",72,"1,023,502","1,203"
19.01.15,"238,019","4,336","94,309",117,"867,892","3,371","279,777",2,"1,022,299","1,403"
19.01.14,"233,683","2,547","94,426",390,"864,521","1,525","279,775",103,"1,020,896",694
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.01.11,"231,135","6,842","94,036",83,"866,046",47,"279,878",111,"1,020,202",682
19.01.10,"237,977","7,128","94,120",379,"865,999","4,170","279,989",115,"1,020,884","1,742"
19.01.09,"230,849","4,364","93,741",121,"861,829","9,977","280,104","1,770","1,019,142",131
19.01.08,"235,214","2,530","93,620",56,"851,852","1,052","281,874",254,"1,019,273",600
19.01.07,"237,744","7,640","93,564",338,"852,904","3,414","281,620",107,"1,018,673","1,092"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
19.01.04,"245,383","14,787","93,902",666,"849,490","3,325","281,727",8,"1,017,581",489
19.01.03,"260,171","4,766","93,236",20,"846,165","3,873","281,719",373,"1,018,070","2,012"
19.01.02,"264,937","12,107","93,215",533,"850,038","1,339","281,346",257,"1,020,082","6,206"
18.12.28,"252,829","3,815","93,748",444,"851,377",87,"281,089",96,"1,013,876","1,720"
18.12.27,"249,014","5,582","94,192",24,"851,464","8,165","280,993",98,"1,012,156","2,779"
,,,,,,,,,,
18.12.26,"243,433","11,100","94,216",143,"843,299","2,204","280,895",352,"1,009,377",672
18.12.24,"232,333","1,145","94,359",143,"845,503","1,732","281,247",29,"1,008,705","3,502"
18.12.21,"231,187","1,228","94,502",48,"843,771","4,323","281,276",71,"1,012,207","2,870"
18.12.20,"232,416","2,446","94,549",557,"839,448","2,722","281,205",185,"1,015,077","1,322"
18.12.19,"229,970",6,"95,106",570,"836,726","5,307","281,390",46,"1,016,399",624
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.12.18,"229,964","1,744","95,676",325,"831,419",818,"281,436",4,"1,017,023","2,106"
18.12.17,"231,707","6,045","95,351",79,"832,237","5,699","281,440",81,"1,014,917",656
18.12.14,"225,662","5,768","95,272",398,"826,538","1,458","281,521",19,"1,015,573",384
18.12.13,"231,431","1,437","95,671",488,"827,996","1,318","281,502",147,"1,015,957",56
18.12.12,"229,994","2,730","96,159",290,"826,678","5,308","281,649",40,"1,016,013","1,876"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.12.11,"232,724","5,796","96,449",376,"821,370","3,357","281,689",207,"1,017,889",693
18.12.10,"238,520","12,492","96,824",213,"824,727","3,748","281,482",58,"1,017,196","1,623"
18.12.07,"226,028","11,637","97,037",465,"828,475",95,"281,540",174,"1,015,573","1,642"
18.12.06,"237,665","3,015","96,573",771,"828,380","5,110","281,366",81,"1,013,931","2,174"
18.12.05,"234,649","4,329","95,802",31,"833,490","1,516","281,447",63,"1,011,757",900
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
18.12.04,"230,320","7,610","95,833",250,"835,006","4,257","281,510",33,"1,012,657","1,082"
18.12.03,"237,931","11,254","95,583",182,"839,263","2,850","281,543",31,"1,013,739","1,390"
18.11.30,"226,677","2,619","95,765",348,"836,413",320,"281,574",353,"1,012,349","1,579"
18.11.29,"229,296","1,688","95,418",50,"836,093","1,112","281,221",74,"1,010,770","1,443"
18.11.28,"230,984","2,326","95,468",777,"834,981","3,117","281,295",26,"1,012,213",23
,,,,,,,,,,
18.11.27,"228,658","6,757","96,245",362,"831,864","5,288","281,269",131,"1,012,190","3,166"
18.11.26,"235,416",76,"96,606",463,"826,576","5,152","281,138",126,"1,009,024","1,202"
18.11.23,"235,340","25,116","96,144",649,"821,424",525,"281,264",337,"1,010,226","2,581"
18.11.22,"260,455","4,163","95,495",956,"821,949",677,"281,601",15,"1,007,645",810
18.11.21,"264,618","2,654","94,539",428,"821,272","2,243","281,586",73,"1,008,455",428
,,,,,,,,,,
